[2018-05-16 11:11:00,121] [INFO   ] [client:client.py-init_logging-34] Current log level is : INFO
[2018-05-16 14:24:20,136] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": -1, "body": {}, "message": "success", "timestamp": "1526451860.14"}
[2018-05-16 14:24:20,141] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": 0, "body": {"count": 1, "status": "4", "room": "R123", "current_time": 1526451860, "start_time": "1526451860", "author": "", "name": "", "nick": "", "end_time": "1526538260", "members": [{"nick": "15608059720", "fullname": "15608059720", "avatar": "15608059720"}], "sid": "0", "duration": "86400", "fullname": "", "songs": []}, "message": "success", "timestamp": "1526451860.14"}
[2018-05-16 14:26:05,166] [INFO   ] [client:client.py-init_logging-34] Current log level is : INFO
[2018-05-16 14:26:05,172] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "join", "body": "xx", "fullname": "15608059720", "token": "1234", "room": "R123"}
[2018-05-16 14:26:05,172] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "status", "body": "xx", "fullname": "15608059720", "token": "1234", "room": "R123"}
[2018-05-16 14:26:05,172] [INFO   ] [client:client.py-start-91] connect server success:ws://127.0.0.1:8888/
[2018-05-16 14:26:05,176] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": -1, "body": {}, "message": "success", "timestamp": "1526451965.18"}
[2018-05-16 14:26:05,180] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": 0, "body": {"count": 1, "status": "4", "room": "R123", "current_time": 1526451965, "start_time": "1526451860", "author": "", "name": "", "nick": "", "end_time": "1526538260", "members": [{"nick": "15608059720", "fullname": "15608059720", "avatar": "15608059720"}], "sid": "0", "duration": "86400", "fullname": "", "songs": []}, "message": "success", "timestamp": "1526451965.18"}
[2018-05-16 14:26:22,923] [INFO   ] [client:client.py-init_logging-34] Current log level is : INFO
[2018-05-16 14:26:22,928] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "join", "body": "xx", "fullname": "15608059720", "token": "1234", "room": "R123"}
[2018-05-16 14:26:22,928] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "status", "body": "xx", "fullname": "15608059720", "token": "1234", "room": "R123"}
[2018-05-16 14:26:22,928] [INFO   ] [client:client.py-start-91] connect server success:ws://127.0.0.1:8888/
[2018-05-16 14:26:22,931] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": -1, "body": {}, "message": "success", "timestamp": "1526451982.93"}
[2018-05-16 14:26:22,934] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": 0, "body": {"count": 1, "status": "4", "room": "R123", "current_time": 1526451982, "start_time": "1526451860", "author": "", "name": "", "nick": "", "end_time": "1526538260", "members": [{"nick": "15608059720", "fullname": "15608059720", "avatar": "15608059720"}], "sid": "0", "duration": "86400", "fullname": "", "songs": []}, "message": "success", "timestamp": "1526451982.93"}
[2018-05-16 14:30:34,936] [INFO   ] [client:client.py-on_recv_msg-51] web socket connection have disconnect, reconnect
[2018-05-16 14:31:21,923] [INFO   ] [client:client.py-init_logging-34] Current log level is : INFO
[2018-05-16 14:31:21,930] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "join", "body": "xx", "fullname": "15608059720", "token": "1234", "room": "R123"}
[2018-05-16 14:31:21,931] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "status", "body": "xx", "fullname": "15608059720", "token": "1234", "room": "R123"}
[2018-05-16 14:31:21,931] [INFO   ] [client:client.py-start-91] connect server success:ws://127.0.0.1:8888/
[2018-05-16 14:31:21,969] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": -1, "body": {}, "message": "success", "timestamp": "1526452281.97"}
[2018-05-16 14:31:21,975] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": 0, "body": {"count": 0, "status": "4", "room": "R123", "current_time": 1526452281, "start_time": "1526452281", "author": "", "name": "", "nick": "", "end_time": "1526538681", "members": [], "sid": "0", "duration": "86400", "fullname": "", "songs": []}, "message": "success", "timestamp": "1526452281.97"}
[2018-05-16 14:34:17,599] [INFO   ] [client:client.py-init_logging-34] Current log level is : INFO
[2018-05-16 14:34:17,606] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "join", "body": "xx", "fullname": "15608059720", "token": "1234", "room": "R123"}
[2018-05-16 14:34:17,606] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "status", "body": "xx", "fullname": "15608059720", "token": "1234", "room": "R123"}
[2018-05-16 14:34:17,607] [INFO   ] [client:client.py-start-91] connect server success:ws://127.0.0.1:8888/
[2018-05-16 14:34:17,634] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": -1, "body": {}, "message": "success", "timestamp": "1526452457.63"}
[2018-05-16 14:34:17,640] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": 0, "body": {"count": 0, "status": "4", "room": "R123", "current_time": 1526452457, "start_time": "1526452457", "author": "", "name": "", "nick": "", "end_time": "1526538857", "members": [], "sid": "0", "duration": "86400", "fullname": "", "songs": []}, "message": "success", "timestamp": "1526452457.64"}
[2018-05-16 14:35:10,121] [INFO   ] [client:client.py-init_logging-34] Current log level is : INFO
[2018-05-16 14:35:10,128] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "join", "body": "xx", "fullname": "15608059720", "token": "1234", "room": "R123"}
[2018-05-16 14:35:10,129] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "status", "body": "xx", "fullname": "15608059720", "token": "1234", "room": "R123"}
[2018-05-16 14:35:10,129] [INFO   ] [client:client.py-start-91] connect server success:ws://127.0.0.1:8888/
[2018-05-16 14:35:10,152] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": -1, "body": {}, "message": "success", "timestamp": "1526452510.15"}
[2018-05-16 14:35:10,156] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": 0, "body": {"count": 0, "status": "4", "room": "R123", "current_time": 1526452510, "start_time": "1526452510", "author": "", "name": "", "nick": "", "end_time": "1526538910", "members": [], "sid": "0", "duration": "86400", "fullname": "", "songs": []}, "message": "success", "timestamp": "1526452510.16"}
[2018-05-16 14:35:15,463] [INFO   ] [client:client.py-init_logging-34] Current log level is : INFO
[2018-05-16 14:35:15,467] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "join", "body": "xx", "fullname": "15608059720", "token": "1234", "room": "R123"}
[2018-05-16 14:35:15,468] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "status", "body": "xx", "fullname": "15608059720", "token": "1234", "room": "R123"}
[2018-05-16 14:35:15,468] [INFO   ] [client:client.py-start-91] connect server success:ws://127.0.0.1:8888/
[2018-05-16 14:35:15,470] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": -1, "body": {}, "message": "success", "timestamp": "1526452515.47"}
[2018-05-16 14:35:15,473] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": 0, "body": {"count": 0, "status": "4", "room": "R123", "current_time": 1526452515, "start_time": "1526452510", "author": "", "name": "", "nick": "", "end_time": "1526538910", "members": [], "sid": "0", "duration": "86400", "fullname": "", "songs": []}, "message": "success", "timestamp": "1526452515.47"}
[2018-05-16 14:37:10,429] [INFO   ] [client:client.py-init_logging-34] Current log level is : INFO
[2018-05-16 14:37:10,441] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "join", "body": "xx", "fullname": "15608059720", "token": "123", "room": "R123"}
[2018-05-16 14:37:10,441] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "status", "body": "xx", "fullname": "15608059720", "token": "123", "room": "R123"}
[2018-05-16 14:37:10,441] [INFO   ] [client:client.py-start-91] connect server success:ws://127.0.0.1:8888/
[2018-05-16 14:37:10,458] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": 0, "body": {}, "message": "success", "timestamp": "1526452630.46"}
[2018-05-16 14:37:10,459] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": -1, "body": {}, "message": "success", "timestamp": "1526452630.46"}
[2018-05-16 14:37:10,463] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": 0, "body": {"count": 1, "status": "4", "room": "R123", "current_time": 1526452630, "start_time": "1526452510", "author": "", "name": "", "nick": "", "end_time": "1526538910", "members": [{"nick": "15608059720", "fullname": "15608059720", "avatar": "15608059720"}], "sid": "0", "duration": "86400", "fullname": "", "songs": []}, "message": "success", "timestamp": "1526452630.46"}
[2018-05-16 14:37:49,396] [INFO   ] [client:client.py-init_logging-34] Current log level is : INFO
[2018-05-16 14:37:49,415] [ERROR  ] [client:client.py-start-93] start device controller failed: [Errno 61] Connection refused
[2018-05-16 14:37:49,416] [INFO   ] [client:client.py-on_recv_msg-51] web socket connection have disconnect, reconnect
[2018-05-16 14:37:57,164] [INFO   ] [client:client.py-init_logging-34] Current log level is : INFO
[2018-05-16 14:37:57,167] [ERROR  ] [client:client.py-start-93] start device controller failed: [Errno 61] Connection refused
[2018-05-16 14:37:57,167] [INFO   ] [client:client.py-on_recv_msg-51] web socket connection have disconnect, reconnect
[2018-05-16 14:38:13,128] [INFO   ] [client:client.py-init_logging-34] Current log level is : INFO
[2018-05-16 14:38:13,135] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "join", "body": "xx", "fullname": "15608059720", "token": "123", "room": "R123"}
[2018-05-16 14:38:13,135] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "status", "body": "xx", "fullname": "15608059720", "token": "123", "room": "R123"}
[2018-05-16 14:38:13,135] [INFO   ] [client:client.py-start-91] connect server success:ws://127.0.0.1:8888/
[2018-05-16 14:38:13,164] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": 0, "body": {}, "message": "success", "timestamp": "1526452693.16"}
[2018-05-16 14:38:13,164] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": -1, "body": {}, "message": "success", "timestamp": "1526452693.16"}
[2018-05-16 14:38:13,168] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": 0, "body": {"count": 1, "status": "4", "room": "R123", "current_time": 1526452693, "start_time": "1526452693", "author": "", "name": "", "nick": "", "end_time": "1526539093", "members": [{"nick": "15608059720", "fullname": "15608059720", "avatar": "15608059720"}], "sid": "0", "duration": "86400", "fullname": "", "songs": []}, "message": "success", "timestamp": "1526452693.17"}
[2018-05-16 14:41:16,707] [INFO   ] [client:client.py-init_logging-34] Current log level is : INFO
[2018-05-16 14:41:16,713] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "join", "body": "xx", "fullname": "15608059720", "token": "123", "room": "R123"}
[2018-05-16 14:41:16,714] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "status", "body": "xx", "fullname": "15608059720", "token": "123", "room": "R123"}
[2018-05-16 14:41:16,714] [INFO   ] [client:client.py-start-91] connect server success:ws://127.0.0.1:8888/
[2018-05-16 14:41:16,748] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": 0, "body": {}, "message": "success", "timestamp": "1526452876.75"}
[2018-05-16 14:41:16,749] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": -1, "body": {}, "message": "success", "timestamp": "1526452876.75"}
[2018-05-16 14:41:16,753] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": 0, "body": {"count": 1, "status": "4", "room": "R123", "current_time": 1526452876, "start_time": "1526452876", "author": "", "name": "", "nick": "", "end_time": "1526539276", "members": [{"nick": "15608059720", "fullname": "15608059720", "avatar": "15608059720"}], "sid": "0", "duration": "86400", "fullname": "", "songs": []}, "message": "success", "timestamp": "1526452876.75"}
[2018-05-16 14:41:24,969] [INFO   ] [client:client.py-init_logging-34] Current log level is : INFO
[2018-05-16 14:41:24,974] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "join", "body": "xx", "fullname": "15608059720", "token": "123", "room": "R123"}
[2018-05-16 14:41:24,975] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "status", "body": "xx", "fullname": "15608059720", "token": "123", "room": "R123"}
[2018-05-16 14:41:24,975] [INFO   ] [client:client.py-start-91] connect server success:ws://127.0.0.1:8888/
[2018-05-16 14:41:24,977] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": 0, "body": {}, "message": "success", "timestamp": "1526452884.98"}
[2018-05-16 14:41:24,978] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": -1, "body": {}, "message": "success", "timestamp": "1526452884.98"}
[2018-05-16 14:41:24,980] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": 0, "body": {"count": 1, "status": "4", "room": "R123", "current_time": 1526452884, "start_time": "1526452876", "author": "", "name": "", "nick": "", "end_time": "1526539276", "members": [{"nick": "15608059720", "fullname": "15608059720", "avatar": "15608059720"}], "sid": "0", "duration": "86400", "fullname": "", "songs": []}, "message": "success", "timestamp": "1526452884.98"}
[2018-05-16 14:42:34,222] [INFO   ] [client:client.py-init_logging-34] Current log level is : INFO
[2018-05-16 14:42:34,230] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "join", "body": "xx", "fullname": "15608059720", "token": "123", "room": "R123"}
[2018-05-16 14:42:34,231] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "status", "body": "xx", "fullname": "15608059720", "token": "123", "room": "R123"}
[2018-05-16 14:42:34,231] [INFO   ] [client:client.py-start-91] connect server success:ws://127.0.0.1:8888/
[2018-05-16 14:42:34,262] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": 0, "body": {}, "message": "success", "timestamp": "1526452954.26"}
[2018-05-16 14:42:34,263] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": -1, "body": {}, "message": "success", "timestamp": "1526452954.26"}
[2018-05-16 14:42:34,278] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": 0, "body": {"count": 1, "status": "4", "room": "R123", "current_time": 1526452954, "start_time": "1526452954", "author": "", "name": "", "nick": "", "end_time": "1526539354", "members": [{"nick": "15608059720", "fullname": "15608059720", "avatar": "15608059720"}], "sid": "0", "duration": "86400", "fullname": "", "songs": []}, "message": "success", "timestamp": "1526452954.27"}
[2018-05-16 14:43:28,179] [INFO   ] [client:client.py-init_logging-34] Current log level is : INFO
[2018-05-16 14:43:28,186] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "join", "body": "xx", "fullname": "15608059720", "token": "123", "room": "R123"}
[2018-05-16 14:43:28,186] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "status", "body": "xx", "fullname": "15608059720", "token": "123", "room": "R123"}
[2018-05-16 14:43:28,186] [INFO   ] [client:client.py-start-91] connect server success:ws://127.0.0.1:8888/
[2018-05-16 14:43:28,222] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": 0, "body": {}, "message": "success", "timestamp": "1526453008.22"}
[2018-05-16 14:43:28,222] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": -1, "body": {}, "message": "success", "timestamp": "1526453008.22"}
[2018-05-16 14:43:28,227] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": 0, "body": {"count": 1, "status": "4", "room": "R123", "current_time": 1526453008, "start_time": "1526453008", "author": "", "name": "", "nick": "", "end_time": "1526539408", "members": [{"nick": "15608059720", "fullname": "15608059720", "avatar": "15608059720"}], "sid": "0", "duration": "86400", "fullname": "", "songs": []}, "message": "success", "timestamp": "1526453008.23"}
[2018-05-16 14:43:33,367] [INFO   ] [client:client.py-init_logging-34] Current log level is : INFO
[2018-05-16 14:43:33,372] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "join", "body": "xx", "fullname": "15608059720", "token": "123", "room": "R123"}
[2018-05-16 14:43:33,372] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "status", "body": "xx", "fullname": "15608059720", "token": "123", "room": "R123"}
[2018-05-16 14:43:33,372] [INFO   ] [client:client.py-start-91] connect server success:ws://127.0.0.1:8888/
[2018-05-16 14:43:33,375] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": 0, "body": {}, "message": "success", "timestamp": "1526453013.38"}
[2018-05-16 14:43:33,375] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": -1, "body": {}, "message": "success", "timestamp": "1526453013.38"}
[2018-05-16 14:43:33,378] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": 0, "body": {"count": 1, "status": "4", "room": "R123", "current_time": 1526453013, "start_time": "1526453008", "author": "", "name": "", "nick": "", "end_time": "1526539408", "members": [{"nick": "15608059720", "fullname": "15608059720", "avatar": "15608059720"}], "sid": "0", "duration": "86400", "fullname": "", "songs": []}, "message": "success", "timestamp": "1526453013.38"}
[2018-05-16 14:43:37,909] [INFO   ] [client:client.py-init_logging-34] Current log level is : INFO
[2018-05-16 14:43:37,913] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "join", "body": "xx", "fullname": "15608059720", "token": "123", "room": "R123"}
[2018-05-16 14:43:37,913] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "status", "body": "xx", "fullname": "15608059720", "token": "123", "room": "R123"}
[2018-05-16 14:43:37,914] [INFO   ] [client:client.py-start-91] connect server success:ws://127.0.0.1:8888/
[2018-05-16 14:43:37,916] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": 0, "body": {}, "message": "success", "timestamp": "1526453017.92"}
[2018-05-16 14:43:37,917] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": -1, "body": {}, "message": "success", "timestamp": "1526453017.92"}
[2018-05-16 14:43:37,919] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": 0, "body": {"count": 1, "status": "4", "room": "R123", "current_time": 1526453017, "start_time": "1526453008", "author": "", "name": "", "nick": "", "end_time": "1526539408", "members": [{"nick": "15608059720", "fullname": "15608059720", "avatar": "15608059720"}], "sid": "0", "duration": "86400", "fullname": "", "songs": []}, "message": "success", "timestamp": "1526453017.92"}
[2018-05-16 14:43:58,756] [INFO   ] [client:client.py-init_logging-34] Current log level is : INFO
[2018-05-16 14:43:58,761] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "join", "body": "xx", "fullname": "15608059720", "token": "123", "room": "R123"}
[2018-05-16 14:43:58,761] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "status", "body": "xx", "fullname": "15608059720", "token": "123", "room": "R123"}
[2018-05-16 14:43:58,761] [INFO   ] [client:client.py-start-91] connect server success:ws://127.0.0.1:8888/
[2018-05-16 14:43:58,764] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": 0, "body": {}, "message": "success", "timestamp": "1526453038.76"}
[2018-05-16 14:43:58,764] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": -1, "body": {}, "message": "success", "timestamp": "1526453038.76"}
[2018-05-16 14:43:58,767] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": 0, "body": {"count": 1, "status": "4", "room": "R123", "current_time": 1526453038, "start_time": "1526453008", "author": "", "name": "", "nick": "", "end_time": "1526539408", "members": [{"nick": "15608059720", "fullname": "15608059720", "avatar": "15608059720"}], "sid": "0", "duration": "86400", "fullname": "", "songs": []}, "message": "success", "timestamp": "1526453038.77"}
[2018-05-16 14:44:46,255] [INFO   ] [client:client.py-init_logging-34] Current log level is : INFO
[2018-05-16 14:44:46,261] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "join", "body": "xx", "fullname": "13888888888", "token": "13888888888", "room": "R123"}
[2018-05-16 14:44:46,261] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "status", "body": "xx", "fullname": "13888888888", "token": "13888888888", "room": "R123"}
[2018-05-16 14:44:46,262] [INFO   ] [client:client.py-start-91] connect server success:ws://127.0.0.1:8888/
[2018-05-16 14:44:46,265] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": 0, "body": {}, "message": "success", "timestamp": "1526453086.27"}
[2018-05-16 14:44:46,266] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": -1, "body": {}, "message": "success", "timestamp": "1526453086.27"}
[2018-05-16 14:52:29,456] [INFO   ] [client:client.py-on_recv_msg-51] web socket connection have disconnect, reconnect
[2018-05-16 14:52:29,457] [INFO   ] [client:client.py-on_recv_msg-51] web socket connection have disconnect, reconnect
[2018-05-16 14:52:38,282] [INFO   ] [client:client.py-init_logging-34] Current log level is : INFO
[2018-05-16 14:52:38,287] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "join", "body": "xx", "fullname": "13888888888", "token": "13888888888", "room": "R123"}
[2018-05-16 14:52:38,288] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "status", "body": "xx", "fullname": "13888888888", "token": "13888888888", "room": "R123"}
[2018-05-16 14:52:38,288] [INFO   ] [client:client.py-start-91] connect server success:ws://127.0.0.1:8888/
[2018-05-16 14:52:38,311] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": 0, "body": {}, "message": "success", "timestamp": "1526453558.31"}
[2018-05-16 14:52:38,312] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": -1, "body": {}, "message": "success", "timestamp": "1526453558.31"}
[2018-05-16 14:52:58,762] [INFO   ] [client:client.py-init_logging-34] Current log level is : INFO
[2018-05-16 14:52:58,767] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "join", "body": "xx", "fullname": "13888888888", "token": "13888888888", "room": "R123"}
[2018-05-16 14:52:58,767] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "status", "body": "xx", "fullname": "13888888888", "token": "13888888888", "room": "R123"}
[2018-05-16 14:52:58,767] [INFO   ] [client:client.py-start-91] connect server success:ws://127.0.0.1:8888/
[2018-05-16 14:52:58,786] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": 0, "body": {}, "message": "success", "timestamp": "1526453578.79"}
[2018-05-16 14:52:58,787] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": -1, "body": {}, "message": "success", "timestamp": "1526453578.79"}
[2018-05-16 14:52:58,790] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": 0, "body": {"count": 2, "status": "4", "room": "R123", "current_time": 1526453578, "start_time": "1526453578", "author": "", "name": "", "nick": "", "end_time": "1526539978", "members": [{"nick": "\u76ae\u76ae", "fullname": "13888888888", "avatar": "/s/image/avatar.png"}, {"nick": "15608059720", "fullname": "15608059720", "avatar": "15608059720"}], "sid": "0", "duration": "86400", "fullname": "", "songs": []}, "message": "success", "timestamp": "1526453578.79"}
[2018-05-16 14:53:24,043] [INFO   ] [client:client.py-init_logging-34] Current log level is : INFO
[2018-05-16 14:53:24,054] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "join", "body": "xx", "fullname": "13888888888", "token": "13888888888", "room": "R123"}
[2018-05-16 14:53:24,054] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "status", "body": "xx", "fullname": "13888888888", "token": "13888888888", "room": "R123"}
[2018-05-16 14:53:24,055] [INFO   ] [client:client.py-start-91] connect server success:ws://127.0.0.1:8888/
[2018-05-16 14:53:24,086] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": 0, "body": {}, "message": "success", "timestamp": "1526453604.09"}
[2018-05-16 14:53:24,087] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": -1, "body": {}, "message": "success", "timestamp": "1526453604.09"}
[2018-05-16 14:53:24,090] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": 0, "body": {"count": 2, "status": "4", "room": "R123", "current_time": 1526453604, "start_time": "1526453604", "author": "", "name": "", "nick": "", "end_time": "1526540004", "members": [{"nick": "\u76ae\u76ae", "fullname": "13888888888", "avatar": "/s/image/avatar.png"}, {"nick": "15608059720", "fullname": "15608059720", "avatar": "15608059720"}], "sid": "0", "duration": "86400", "fullname": "", "songs": []}, "message": "success", "timestamp": "1526453604.09"}
[2018-05-16 14:53:41,762] [INFO   ] [client:client.py-init_logging-34] Current log level is : INFO
[2018-05-16 14:53:41,767] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "join", "body": "xx", "fullname": "15608059720", "token": "123", "room": "R123"}
[2018-05-16 14:53:41,768] [INFO   ] [client:client.py-send_data-99] will post device central :{"action": "status", "body": "xx", "fullname": "15608059720", "token": "123", "room": "R123"}
[2018-05-16 14:53:41,768] [INFO   ] [client:client.py-start-91] connect server success:ws://127.0.0.1:8888/
[2018-05-16 14:53:41,770] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": 0, "body": {}, "message": "success", "timestamp": "1526453621.77"}
[2018-05-16 14:53:41,771] [INFO   ] [client:client.py-on_recv_msg-55] receive message = {"status": -1, "body": {}, "message": "success", "timestamp": "1526453621.77"}
